bm_name	bm_query	gen_exs	inf_typs	num_exs	rank	prefilter_counts	postfilter_counts	var_counts	arg_counts
resolveEither	Either a b -> (a->b) -> b	Right (-29.683066598858954) (\x -> case x of 'a' -> -1.0479067929558734; ' ' -> -2.051594145547766; 'b' -> 6.24238572684188; 'A' -> -26.3609270256019; _ -> error "unhandled";) ==> -29.683066598858954	Either (c1) (b1) -> (c1 -> b1) -> b1	1	1	2215	615	2	2
			Either (b1) (Double) -> (b1 -> Double) -> Double						
			Either (b1) (b1) -> (Char -> b1) -> b1						
			(Ord c1) => Either (b1) (b1) -> (c1 -> b1) -> b1						
			(Ord c1) => Either (c1) (b1) -> (c1 -> b1) -> b1						
			(Eq c1) => Either (b1) (b1) -> (c1 -> b1) -> b1						
			(Eq c1) => Either (c1) (b1) -> (c1 -> b1) -> b1						
			(Num b1) => Either (c1) (b1) -> (c1 -> b1) -> b1						
			(Ord b1) => Either (c1) (b1) -> (c1 -> b1) -> b1						
			(Eq b1) => Either (c1) (b1) -> (c1 -> b1) -> b1						
resolveEither	Either a b -> (a->b) -> b	Right (-29.683066598858954) (\x -> case x of 'a' -> -1.0479067929558734; ' ' -> -2.051594145547766; 'b' -> 6.24238572684188; 'A' -> -26.3609270256019; _ -> error "unhandled";) ==> -29.683066598858954	Either (u1) (t0) -> (u1 -> t0) -> t0	2	1	156	29	2	2
		Right 'F' (\x -> case x of 'a' -> '"'; ' ' -> '\\'; 'b' -> '\ENQ'; 'A' -> '\''; _ -> error "unhandled";) ==> 'F'	Either (t0) (t0) -> (Char -> t0) -> t0						
			Either (t0) (t0) -> (t0 -> t0) -> t0						
			(Eq t0) => Either (u1) (t0) -> (u1 -> t0) -> t0						
			(Ord t0) => Either (u1) (t0) -> (u1 -> t0) -> t0						
			(Ord u1) => Either (t0) (t0) -> (u1 -> t0) -> t0						
			(Ord u1) => Either (u1) (t0) -> (u1 -> t0) -> t0						
			(Eq u1) => Either (t0) (t0) -> (u1 -> t0) -> t0						
			(Eq u1) => Either (u1) (t0) -> (u1 -> t0) -> t0						
			(Eq t0) => Either (t0) (t0) -> (Char -> t0) -> t0						
resolveEither	Either a b -> (a->b) -> b	Right (-29.683066598858954) (\x -> case x of 'a' -> -1.0479067929558734; ' ' -> -2.051594145547766; 'b' -> 6.24238572684188; 'A' -> -26.3609270256019; _ -> error "unhandled";) ==> -29.683066598858954	Either (t0) (t0) -> (Char -> t0) -> t0	3	NO ANSWER	372	48	2	2
		Right 'F' (\x -> case x of 'a' -> '"'; ' ' -> '\\'; 'b' -> '\ENQ'; 'A' -> '\''; _ -> error "unhandled";) ==> 'F'	Either (t0) (t0) -> (t0 -> t0) -> t0						
		Left '\US' (\x -> case x of 'a' -> '\105834'; ' ' -> '\557144'; 'b' -> '['; 'A' -> '5'; _ -> error "unhandled";) ==> 'Q'	(Ord u1) => Either (t0) (t0) -> (u1 -> t0) -> t0						
			(Eq u1) => Either (t0) (t0) -> (u1 -> t0) -> t0						
			(Eq t0) => Either (t0) (t0) -> (Char -> t0) -> t0						
			(Eq t0) => Either (t0) (t0) -> (t0 -> t0) -> t0						
			(Ord t0) => Either (t0) (t0) -> (Char -> t0) -> t0						
			(Ord t0) => Either (t0) (t0) -> (t0 -> t0) -> t0						
			(Eq t0, Ord u1) => Either (t0) (t0) -> (u1 -> t0) -> t0						
			(Eq t0, Eq u1) => Either (t0) (t0) -> (u1 -> t0) -> t0						
applyNtimes	(a->a) -> a -> Int -> a	(\x -> case x of 0 -> -2; 1 -> -3; -1 -> 0; 2 -> -1; _ -> error "unhandled";) -2 2 ==> -1	(b1 -> b1) -> b1 -> b1 -> b1	1	NO ANSWER	15485	3504	1	3
			(Int -> Int) -> Int -> Int -> Int						
			(Num b1) => (b1 -> b1) -> b1 -> b1 -> b1						
			(Ord b1) => (b1 -> b1) -> b1 -> b1 -> b1						
			(Eq b1) => (b1 -> b1) -> b1 -> b1 -> b1						
			(b1 -> b2) -> b1 -> b1 -> b2						
			(b1 -> b2) -> b1 -> b2 -> b2						
			(Int -> Int) -> Int -> b1 -> b1						
			(Int -> Int) -> b1 -> b1 -> b1						
			(Int -> b1) -> Int -> Int -> b1						
applyNtimes	(a->a) -> a -> Int -> a	(\x -> case x of 0 -> -2; 1 -> -3; -1 -> 0; 2 -> -1; _ -> error "unhandled";) -2 2 ==> -1	(t0 -> t0) -> t0 -> Int -> t0	2	1	456	18	1	3
		(\x -> case x of "" -> "\SI_"; "a" -> ""; "aa" -> ""; " " -> "\557456\593181\&7\r9"; _ -> error "unhandled";) "uFV" 0 ==> "uFV"	(t0 -> t0) -> t0 -> t0 -> t0						
			(Ord u1) => (t0 -> t0) -> t0 -> u1 -> t0						
			(Eq u1) => (t0 -> t0) -> t0 -> u1 -> t0						
			(Eq t0) => (t0 -> t0) -> t0 -> Int -> t0						
			(Eq t0) => (t0 -> t0) -> t0 -> t0 -> t0						
			(Ord t0) => (t0 -> t0) -> t0 -> Int -> t0						
			(Ord t0) => (t0 -> t0) -> t0 -> t0 -> t0						
			(Eq t0, Ord u1) => (t0 -> t0) -> t0 -> u1 -> t0						
			(Eq t0, Eq u1) => (t0 -> t0) -> t0 -> u1 -> t0						
applyNtimes	(a->a) -> a -> Int -> a	(\x -> case x of 0 -> -2; 1 -> -3; -1 -> 0; 2 -> -1; _ -> error "unhandled";) -2 2 ==> -1	(t1 -> t1) -> t1 -> Int -> t1	3	1	456	18	1	3
		(\x -> case x of "" -> "\SI_"; "a" -> ""; "aa" -> ""; " " -> "\557456\593181\&7\r9"; _ -> error "unhandled";) "uFV" 0 ==> "uFV"	(t1 -> t1) -> t1 -> t1 -> t1						
		(\x -> case x of 'a' -> '\STX'; ' ' -> '\780185'; 'b' -> '\592716'; 'A' -> '7'; _ -> error "unhandled";) '5' 0 ==> '5'	(Ord u1) => (t1 -> t1) -> t1 -> u1 -> t1						
			(Eq u1) => (t1 -> t1) -> t1 -> u1 -> t1						
			(Eq t1) => (t1 -> t1) -> t1 -> Int -> t1						
			(Eq t1) => (t1 -> t1) -> t1 -> t1 -> t1						
			(Ord t1) => (t1 -> t1) -> t1 -> Int -> t1						
			(Ord t1) => (t1 -> t1) -> t1 -> t1 -> t1						
			(Eq t1, Ord u1) => (t1 -> t1) -> t1 -> u1 -> t1						
			(Eq t1, Eq u1) => (t1 -> t1) -> t1 -> u1 -> t1						
eitherTriple	Either a b -> Either a b -> Either a b	Right (-1) Right (-4) ==> Right (-4)	Either (b1) (b1) -> Either (b1) (b1) -> Either (b1) (b1)	1	NO ANSWER	412	236	2	2
			(Num b1) => Either (b1) (b1) -> Either (b1) (b1) -> Either (b1) (b1)						
			(Ord b1) => Either (b1) (b1) -> Either (b1) (b1) -> Either (b1) (b1)						
			(Eq b1) => Either (b1) (b1) -> Either (b1) (b1) -> Either (b1) (b1)						
			Either (b2) (b1) -> Either (b2) (b1) -> Either (b2) (b2)						
			Either (b1) (b1) -> Either (b1) (b2) -> Either (b1) (b1)						
			Either (b2) (b1) -> Either (b2) (b2) -> Either (b2) (b1)						
			Either (b1) (b1) -> Either (b1) (b2) -> Either (b1) (b2)						
			Either (b2) (b1) -> Either (b2) (b2) -> Either (b2) (b2)						
			Either (b1) (Int) -> Either (b1) (Int) -> Either (b1) (b1)						
eitherTriple	Either a b -> Either a b -> Either a b	Right (-1) Right (-4) ==> Right (-4)	Either (b1) (c1) -> Either (b1) (t0) -> Either (t0) (t0)	2	NO ANSWER	1108	357	2	2
		Left '*' Right '\198298' ==> Left '*'	Either (b1) (c1) -> Either (c1) (t0) -> Either (t0) (t0)						
			Either (b1) (c1) -> Either (t0) (t0) -> Either (t0) (t0)						
			Either (Char) (b1) -> Either (b1) (t0) -> Either (t0) (t0)						
			Either (Char) (b1) -> Either (t0) (t0) -> Either (t0) (t0)						
			Either (t0) (u1) -> Either (t0) (t0) -> Either (t0) (t0)						
			Either (t0) (u1) -> Either (u1) (t0) -> Either (t0) (t0)						
			Either (b1) (Int) -> Either (b1) (t0) -> Either (t0) (t0)						
			Either (b1) (Int) -> Either (t0) (t0) -> Either (t0) (t0)						
			Either (b1) (t0) -> Either (b1) (t0) -> Either (t0) (t0)						
eitherTriple	Either a b -> Either a b -> Either a b	Right (-1) Right (-4) ==> Right (-4)	Either (t1) (t0) -> Either (t1) (t0) -> Either (t1) (t0)	3	1	2430	864	2	2
		Left '*' Right '\198298' ==> Left '*'	(Eq t1) => Either (t1) (t0) -> Either (t1) (t0) -> Either (t1) (t0)						
		Left 2.9791873835222833 Left 13.867082514539758 ==> Left 2.9791873835222833	(Ord t1) => Either (t1) (t0) -> Either (t1) (t0) -> Either (t1) (t0)						
			(Eq t0) => Either (t1) (t0) -> Either (t1) (t0) -> Either (t1) (t0)						
			(Ord t0) => Either (t1) (t0) -> Either (t1) (t0) -> Either (t1) (t0)						
			Either (t1) (t0) -> Either (t1) (t2) -> Either (t1) (t0)						
			Either (t1) (t0) -> Either (t2) (t0) -> Either (t1) (t0)						
			(Eq t0, Eq t1) => Either (t1) (t0) -> Either (t1) (t0) -> Either (t1) (t0)						
			(Ord t0, Eq t1) => Either (t1) (t0) -> Either (t1) (t0) -> Either (t1) (t0)						
			(Eq t0, Ord t1) => Either (t1) (t0) -> Either (t1) (t0) -> Either (t1) (t0)						
pipe	[(a -> a)] -> (a -> a)	[(\x -> case x of 'a' -> '\t'; ' ' -> '/'; 'b' -> '\b'; 'A' -> '\485390'; _ -> error "unhandled";),(\x -> case x of 'a' -> 'N'; ' ' -> 'e'; 'b' -> '|'; 'A' -> '`'; _ -> error "unhandled";),(\x -> case x of 'a' -> '\477602'; ' ' -> '\290680'; 'b' -> 'T'; 'A' -> 'U'; _ -> error "unhandled";)] 'M' ==> 'I'	[b1 -> b1] -> b1 -> b1	1	1	1306	557	1	2
			[Char -> Char] -> Char -> Char						
			(Ord b1) => [b1 -> b1] -> b1 -> b1						
			(Eq b1) => [b1 -> b1] -> b1 -> b1						
			[b1 -> b1] -> b2 -> b2						
			[b1 -> b2] -> b1 -> b1						
			[b1 -> b2] -> b1 -> b2						
			[b1 -> b2] -> b2 -> b2						
			[Char -> Char] -> b1 -> b1						
			[Char -> b1] -> Char -> Char						
pipe	[(a -> a)] -> (a -> a)	[(\x -> case x of 'a' -> '\t'; ' ' -> '/'; 'b' -> '\b'; 'A' -> '\485390'; _ -> error "unhandled";),(\x -> case x of 'a' -> 'N'; ' ' -> 'e'; 'b' -> '|'; 'A' -> '`'; _ -> error "unhandled";),(\x -> case x of 'a' -> '\477602'; ' ' -> '\290680'; 'b' -> 'T'; 'A' -> 'U'; _ -> error "unhandled";)] 'M' ==> 'I'	[t0 -> t0] -> t0 -> t0	2	1	60	9	1	2
		[(\x -> case x of "" -> "M\\|G4\770409\US"; "a" -> "\ti\DC2\n-"; "aa" -> "18^Rw\ETBdW"; " " -> "\261708I"; _ -> error "unhandled";),(\x -> case x of "" -> "j\a7u\974461"; "a" -> "\808058st\704130\SUBJ\ETX"; "aa" -> "N"; " " -> "*y\310240g"; _ -> error "unhandled";),(\x -> case x of "" -> "\288409a^"; "a" -> "\ETX"; "aa" -> "&I._d"; " " -> "J\740161\137548\845378\927557'\n"; _ -> error "unhandled";),(\x -> case x of "" -> "2"; "a" -> ""; "aa" -> "LjSg^\v\836919"; " " -> "&\765267f"; _ -> error "unhandled";),(\x -> case x of "" -> "/6\672805\513185Z"; "a" -> "P\1076814t\670927"; "aa" -> ""; " " -> "+="; _ -> error "unhandled";)] "%\EOT\CAN" ==> "X\f\613121\399726]"	(Eq t0) => [t0 -> t0] -> t0 -> t0						
			(Ord t0) => [t0 -> t0] -> t0 -> t0						
			[t0 -> t1] -> t0 -> t0						
			(Eq t0) => [t0 -> t1] -> t0 -> t0						
			(Ord t0) => [t0 -> t1] -> t0 -> t0						
pipe	[(a -> a)] -> (a -> a)	[(\x -> case x of 'a' -> '\t'; ' ' -> '/'; 'b' -> '\b'; 'A' -> '\485390'; _ -> error "unhandled";),(\x -> case x of 'a' -> 'N'; ' ' -> 'e'; 'b' -> '|'; 'A' -> '`'; _ -> error "unhandled";),(\x -> case x of 'a' -> '\477602'; ' ' -> '\290680'; 'b' -> 'T'; 'A' -> 'U'; _ -> error "unhandled";)] 'M' ==> 'I'	[t1 -> t1] -> t1 -> t1	3	1	60	9	1	2
		[(\x -> case x of "" -> "M\\|G4\770409\US"; "a" -> "\ti\DC2\n-"; "aa" -> "18^Rw\ETBdW"; " " -> "\261708I"; _ -> error "unhandled";),(\x -> case x of "" -> "j\a7u\974461"; "a" -> "\808058st\704130\SUBJ\ETX"; "aa" -> "N"; " " -> "*y\310240g"; _ -> error "unhandled";),(\x -> case x of "" -> "\288409a^"; "a" -> "\ETX"; "aa" -> "&I._d"; " " -> "J\740161\137548\845378\927557'\n"; _ -> error "unhandled";),(\x -> case x of "" -> "2"; "a" -> ""; "aa" -> "LjSg^\v\836919"; " " -> "&\765267f"; _ -> error "unhandled";),(\x -> case x of "" -> "/6\672805\513185Z"; "a" -> "P\1076814t\670927"; "aa" -> ""; " " -> "+="; _ -> error "unhandled";)] "%\EOT\CAN" ==> "X\f\613121\399726]"	(Eq t1) => [t1 -> t1] -> t1 -> t1						
		[(\x -> case x of 0 -> 2; 1 -> -1; -1 -> 4; 2 -> -2; _ -> error "unhandled";),(\x -> case x of 0 -> -7; 1 -> -4; -1 -> 7; 2 -> 9; _ -> error "unhandled";)] 6 ==> -7	(Ord t1) => [t1 -> t1] -> t1 -> t1						
			[t1 -> t0] -> t1 -> t1						
			(Eq t1) => [t1 -> t0] -> t1 -> t1						
			(Ord t1) => [t1 -> t0] -> t1 -> t1						
indexesOf	([(a,Int)] -> [(a,Int)]) -> [a] -> [Int] -> [Int]	(\x -> case x of [] -> [(-3,-7),(6,-6),(8,3),(5,6),(-8,-1),(1,8)]; [(0,0)] -> [(6,-6),(-4,3)]; [(0,0),(0,0)] -> []; [(0,1)] -> [(7,4),(6,-3),(-3,-6),(5,-3)]; _ -> error "unhandled";) [5,-2,6,-5,-2,0,4] [7,3,-2,6,-1,-8,-1,-7] ==> [-8,-2,3,5,1,4,2]	([(b1 , b1)] -> [(b1 , b1)]) -> [b1] -> [b1] -> [b1]	1	NO ANSWER	358013	233479	1	3
			([(Int , Int)] -> [(Int , Int)]) -> [Int] -> [Int] -> [Int]						
			(Num b1) => ([(b1 , b1)] -> [(b1 , b1)]) -> [b1] -> [b1] -> [b1]						
			(Ord b1) => ([(b1 , b1)] -> [(b1 , b1)]) -> [b1] -> [b1] -> [b1]						
			(Eq b1) => ([(b1 , b1)] -> [(b1 , b1)]) -> [b1] -> [b1] -> [b1]						
			([(b1 , b1)] -> [(b1 , b1)]) -> [b1] -> [b2] -> [b1]						
			([(b1 , b1)] -> [(b1 , b1)]) -> [b1] -> [b2] -> [b2]						
			([(b1 , b1)] -> [(b1 , b2)]) -> [b1] -> [b1] -> [b1]						
			([(b1 , b1)] -> [(b1 , b2)]) -> [b1] -> [b1] -> [b2]						
			([(b1 , b1)] -> [(b1 , b2)]) -> [b1] -> [b2] -> [b1]						
indexesOf	([(a,Int)] -> [(a,Int)]) -> [a] -> [Int] -> [Int]	(\x -> case x of [] -> [(-3,-7),(6,-6),(8,3),(5,6),(-8,-1),(1,8)]; [(0,0)] -> [(6,-6),(-4,3)]; [(0,0),(0,0)] -> []; [(0,1)] -> [(7,4),(6,-3),(-3,-6),(5,-3)]; _ -> error "unhandled";) [5,-2,6,-5,-2,0,4] [7,3,-2,6,-1,-8,-1,-7] ==> [-8,-2,3,5,1,4,2]	([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]	2	2	140992	52831	1	3
		(\x -> case x of [] -> [(-22.32121750763067,5),(24.43819617600957,-6),(3.204786367203578,-2)]; [(0.0,0)] -> [(-7.942459406650017,-1),(57.86330691999423,2),(6.254678985577591,-2),(2.2207179223733218,2),(-7.274301921482172,2),(9.849021177638871,-6)]; [(0.0,0),(0.0,0)] -> [(16.343781401966226,3),(-3.4087733995624845,-1)]; [(0.0,1)] -> [(-0.5860745029182614,3),(-6.009997395501127,6),(4.347400922547259,6),(-3.171753091396313e-2,1),(22.05264312786576,4),(4.9825032298564755,-6)]; _ -> error "unhandled";) [3.7138944965422813,6.940039115305538,-15.610195110428538,14.638020251662457,5.311416730544858] [-2,-2] ==> [-4,0,4,-5]	([(t0 , Int)] -> [(t0 , Int)]) -> [t0] -> [Int] -> [Int]						
			([(t0 , t0)] -> [(t0 , t0)]) -> [t0] -> [t0] -> [t0]						
			(Eq t0) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Num t0) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Ord t0) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Num u1) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Ord u1) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Eq u1) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Eq t0) => ([(t0 , Int)] -> [(t0 , Int)]) -> [t0] -> [Int] -> [Int]						
indexesOf	([(a,Int)] -> [(a,Int)]) -> [a] -> [Int] -> [Int]	(\x -> case x of [] -> [(-3,-7),(6,-6),(8,3),(5,6),(-8,-1),(1,8)]; [(0,0)] -> [(6,-6),(-4,3)]; [(0,0),(0,0)] -> []; [(0,1)] -> [(7,4),(6,-3),(-3,-6),(5,-3)]; _ -> error "unhandled";) [5,-2,6,-5,-2,0,4] [7,3,-2,6,-1,-8,-1,-7] ==> [-8,-2,3,5,1,4,2]	([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]	3	2	140992	52831	1	3
		(\x -> case x of [] -> [(-22.32121750763067,5),(24.43819617600957,-6),(3.204786367203578,-2)]; [(0.0,0)] -> [(-7.942459406650017,-1),(57.86330691999423,2),(6.254678985577591,-2),(2.2207179223733218,2),(-7.274301921482172,2),(9.849021177638871,-6)]; [(0.0,0),(0.0,0)] -> [(16.343781401966226,3),(-3.4087733995624845,-1)]; [(0.0,1)] -> [(-0.5860745029182614,3),(-6.009997395501127,6),(4.347400922547259,6),(-3.171753091396313e-2,1),(22.05264312786576,4),(4.9825032298564755,-6)]; _ -> error "unhandled";) [3.7138944965422813,6.940039115305538,-15.610195110428538,14.638020251662457,5.311416730544858] [-2,-2] ==> [-4,0,4,-5]	([(t0 , Int)] -> [(t0 , Int)]) -> [t0] -> [Int] -> [Int]						
		(\x -> case x of [] -> []; [(0.0,0)] -> [(-40.9968793005087,-3)]; [(0.0,0),(0.0,0)] -> [(0.9917431499558965,5),(-8.588848471197073,-7),(11.298985637661705,-7),(2.0880078217016305,-3),(-4.736891711852461,3)]; [(0.0,1)] -> [(-9.912903822690646,8)]; _ -> error "unhandled";) [22.427502918464018] [2,-1] ==> [2,5,-3,10,-7,-6]	([(t0 , t0)] -> [(t0 , t0)]) -> [t0] -> [t0] -> [t0]						
			(Eq t0) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Num t0) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Ord t0) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Num u1) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Ord u1) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Eq u1) => ([(t0 , u1)] -> [(t0 , u1)]) -> [t0] -> [u1] -> [u1]						
			(Eq t0) => ([(t0 , Int)] -> [(t0 , Int)]) -> [t0] -> [Int] -> [Int]						
lookup	Eq a => [(a,b)] -> a -> b	[(4,""),(-3,"\408446+*"),(5,""),(2,"\864622\263588")] 2 ==> "\864622\263588"	[(Int , [b1])] -> Int -> [b1]	1	7	5031	517	2	3
			[(Int , b1)] -> Int -> b1						
			[(Int , [Char])] -> Int -> [Char]						
			(Ord b1) => [(b1 , [c1])] -> b1 -> [c1]						
			(Ord b1) => [(b1 , c1)] -> b1 -> c1						
			(Eq b1) => [(b1 , [c1])] -> b1 -> [c1]						
			(Eq b1) => [(b1 , c1)] -> b1 -> c1						
			(Ord b1) => [(Int , [b1])] -> Int -> [b1]						
			(Eq b1) => [(Int , [b1])] -> Int -> [b1]						
			(Ord b1) => [(Int , b1)] -> Int -> b1						
lookup	Eq a => [(a,b)] -> a -> b	[(4,""),(-3,"\408446+*"),(5,""),(2,"\864622\263588")] 2 ==> "\864622\263588"	(Eq t0) => [(t0 , t1)] -> t0 -> t1	2	1	216	60	2	3
		[("\RS",27.257478984984896),("-\1014290@\SO+",5.200414943278728),("1\bS\rL/",27.53795157249952),("\903350R(",-2.0212243050318874),("h",-10.21998830335122),("Q\GS^",1.1516139568192107)] "h" ==> -10.21998830335122	(Ord t0) => [(t0 , t1)] -> t0 -> t1						
			(Eq t0, Eq t1) => [(t0 , t1)] -> t0 -> t1						
			(Eq t0, Ord t1) => [(t0 , t1)] -> t0 -> t1						
			(Ord t0, Eq t1) => [(t0 , t1)] -> t0 -> t1						
			(Ord t0, Ord t1) => [(t0 , t1)] -> t0 -> t1						
			[(t0 , t1)] -> t0 -> t0						
			[(t0 , t1)] -> t1 -> t1						
			(Eq t0) => [(t0 , t1)] -> t0 -> t0						
			(Eq t0) => [(t0 , t1)] -> t1 -> t1						
lookup	Eq a => [(a,b)] -> a -> b	[(4,""),(-3,"\408446+*"),(5,""),(2,"\864622\263588")] 2 ==> "\864622\263588"	(Eq t2) => [(t2 , t1)] -> t2 -> t1	3	1	216	60	2	3
		[("\RS",27.257478984984896),("-\1014290@\SO+",5.200414943278728),("1\bS\rL/",27.53795157249952),("\903350R(",-2.0212243050318874),("h",-10.21998830335122),("Q\GS^",1.1516139568192107)] "h" ==> -10.21998830335122	(Ord t2) => [(t2 , t1)] -> t2 -> t1						
		[(-6,-10.14541500189269),(-6,-13.063315659653544),(4,226.63018158336018),(7,-9.211232616601624),(-9,12.712985285658677),(-6,7.570839861490827),(-9,-4.727408877843679),(-5,17.566779941770058),(-4,-101.05163322725043)] -9 ==> 12.712985285658677	(Eq t1, Eq t2) => [(t2 , t1)] -> t2 -> t1						
			(Ord t1, Eq t2) => [(t2 , t1)] -> t2 -> t1						
			(Eq t1, Ord t2) => [(t2 , t1)] -> t2 -> t1						
			(Ord t1, Ord t2) => [(t2 , t1)] -> t2 -> t1						
			[(t2 , t1)] -> t2 -> t2						
			[(t2 , t1)] -> t1 -> t1						
			(Eq t2) => [(t2 , t1)] -> t2 -> t2						
			(Eq t2) => [(t2 , t1)] -> t1 -> t1						
mbElem	Eq a => a -> [a] -> Maybe a	2.2620035307219886 [1.6816417081953892,37.671171796888125,-1.1612170939735273,-1.6636477248967168,-7.4421569475516876,-2.7872304567995156,4.775782216781368,7.903226630803983,29.51006991117344] ==> Nothing	b1 -> [b1] -> Maybe (b1)	1	4	44	36	1	3
			(Num b1) => b1 -> [b1] -> Maybe (b1)						
			(Ord b1) => b1 -> [b1] -> Maybe (b1)						
			(Eq b1) => b1 -> [b1] -> Maybe (b1)						
			b1 -> [b2] -> Maybe (b1)						
			Double -> [b1] -> Maybe (b1)						
			b1 -> [Double] -> Maybe (b1)						
			(Num b2) => b1 -> [b2] -> Maybe (b1)						
			(Ord b2) => b1 -> [b2] -> Maybe (b1)						
			(Eq b2) => b1 -> [b2] -> Maybe (b1)						
mbElem	Eq a => a -> [a] -> Maybe a	2.2620035307219886 [1.6816417081953892,37.671171796888125,-1.1612170939735273,-1.6636477248967168,-7.4421569475516876,-2.7872304567995156,4.775782216781368,7.903226630803983,29.51006991117344] ==> Nothing	b1 -> [b1] -> Maybe (b1)	2	4	44	36	1	3
		1.1566007367217983 [13.274035195727963,-12.329525541466728,41.81469915915863,23.91255405325733,-13.661034789734135,4.988773869229087] ==> Nothing	(Num b1) => b1 -> [b1] -> Maybe (b1)						
			(Ord b1) => b1 -> [b1] -> Maybe (b1)						
			(Eq b1) => b1 -> [b1] -> Maybe (b1)						
			b1 -> [b2] -> Maybe (b1)						
			Double -> [b1] -> Maybe (b1)						
			b1 -> [Double] -> Maybe (b1)						
			(Num b2) => b1 -> [b2] -> Maybe (b1)						
			(Ord b2) => b1 -> [b2] -> Maybe (b1)						
			(Eq b2) => b1 -> [b2] -> Maybe (b1)						
mbElem	Eq a => a -> [a] -> Maybe a	2.2620035307219886 [1.6816417081953892,37.671171796888125,-1.1612170939735273,-1.6636477248967168,-7.4421569475516876,-2.7872304567995156,4.775782216781368,7.903226630803983,29.51006991117344] ==> Nothing	t0 -> [t0] -> Maybe (t0)	3	2	9	8	1	3
		1.1566007367217983 [13.274035195727963,-12.329525541466728,41.81469915915863,23.91255405325733,-13.661034789734135,4.988773869229087] ==> Nothing	(Eq t0) => t0 -> [t0] -> Maybe (t0)						
		"\USc\NAK\695725" ["\SOHw\ETB\576630\DC4_","","@\544831\SO`\660757/","\725135T"] ==> Nothing	(Ord t0) => t0 -> [t0] -> Maybe (t0)						
			t0 -> [t1] -> Maybe (t0)						
			(Eq t0) => t0 -> [t1] -> Maybe (t0)						
			(Eq t0) => t0 -> [t1] -> Maybe (t1)						
			(Ord t0) => t0 -> [t1] -> Maybe (t0)						
			(Ord t0) => t0 -> [t1] -> Maybe (t1)						
areEq	Eq a => a -> a -> Maybe a	'\DLE' 'p' ==> Nothing	b1 -> b1 -> Maybe (b1)	1	3	27	21	1	3
			(Ord b1) => b1 -> b1 -> Maybe (b1)						
			(Eq b1) => b1 -> b1 -> Maybe (b1)						
			Char -> b1 -> Maybe (b1)						
			(Ord b2) => b1 -> b2 -> Maybe (b1)						
			(Eq b2) => b1 -> b2 -> Maybe (b1)						
			(Ord b1) => b1 -> b2 -> Maybe (b2)						
			(Eq b1) => b1 -> b2 -> Maybe (b2)						
			(Eq b1) => Char -> b1 -> Maybe (b1)						
			(Ord b1) => Char -> b1 -> Maybe (b1)						
areEq	Eq a => a -> a -> Maybe a	'\DLE' 'p' ==> Nothing	t0 -> t0 -> Maybe (t0)	2	2	9	5	1	3
		-4 5 ==> Nothing	(Eq t0) => t0 -> t0 -> Maybe (t0)						
			(Ord t0) => t0 -> t0 -> Maybe (t0)						
			(Eq t0) => t0 -> t1 -> Maybe (t1)						
			(Ord t0) => t0 -> t1 -> Maybe (t1)						
areEq	Eq a => a -> a -> Maybe a	'\DLE' 'p' ==> Nothing	t1 -> t1 -> Maybe (t1)	3	2	9	5	1	3
		-4 5 ==> Nothing	(Eq t1) => t1 -> t1 -> Maybe (t1)						
		'f' '+' ==> Nothing	(Ord t1) => t1 -> t1 -> Maybe (t1)						
			(Eq t1) => t1 -> t0 -> Maybe (t0)						
			(Ord t1) => t1 -> t0 -> Maybe (t0)						
containsEdge	[Int] -> (Int,Int) -> Bool	[3,2] (-3,-1) ==> False	[b1] -> (b1 , b1) -> Bool	1	2	2216	413	0	2
			[Int] -> (Int , Int) -> Bool						
			(Num b1) => [b1] -> (b1 , b1) -> Bool						
			(Ord b1) => [b1] -> (b1 , b1) -> Bool						
			(Eq b1) => [b1] -> (b1 , b1) -> Bool						
			[b1] -> (b1 , b2) -> Bool						
			[b1] -> (b2 , b1) -> Bool						
			[b1] -> (b2 , b2) -> Bool						
			[Int] -> (Int , b1) -> Bool						
			[Int] -> (b1 , Int) -> Bool						
containsEdge	[Int] -> (Int,Int) -> Bool	[3,2] (-3,-1) ==> False	[b1] -> (b1 , b1) -> Bool	2	2	2216	413	0	2
		[3,2] (-9,-8) ==> False	[Int] -> (Int , Int) -> Bool						
